"[322.0, 78.0, 460, 117]","[1, 0, 0]"
"[450.0, -50.0, 607, 334]","[1, 0, 0]"
"[270.0, 130.0, 447, 19]","[0, 1, 0]"
"[362.0, 38.0, 109, 425]","[1, 0, 0]"
"[446.0, -46.0, 501, 285]","[1, 0, 0]"
"[374.0, 26.0, 19, 208]","[0, 0, 1]"
"[270.0, 130.0, 447, 292]","[0, 1, 0]"
"[378.0, 22.0, 175, 166]","[0, 0, 1]"
"[406.0, -6.0, 203, 257]","[0, 0, 1]"
"[354.0, 46.0, 64, 257]","[0, 0, 1]"
"[498.0, -98.0, 679, 159]","[1, 0, 0]"
"[306.0, 94.0, 693, 299]","[0, 0, 1]"
"[382.0, 18.0, 485, 110]","[1, 0, 0]"
"[298.0, 102.0, 464, 208]","[1, 0, 0]"
"[406.0, -6.0, 663, 152]","[1, 0, 0]"
"[510.0, -110.0, 39, 292]","[1, 0, 0]"
"[506.0, -106.0, 345, 495]","[0, 1, 0]"
"[330.0, 70.0, 611, 544]","[0, 0, 1]"
"[414.0, -14.0, 40, 117]","[0, 1, 0]"
"[410.0, -10.0, 290, 264]","[0, 0, 1]"
"[394.0, 6.0, 523, 5]","[0, 1, 0]"
"[370.0, 30.0, 228, 145]","[0, 0, 1]"
"[178.0, 222.0, 291, 103]","[1, 0, 0]"
"[454.0, -54.0, 210, 565]","[1, 0, 0]"
"[374.0, 26.0, 164, 208]","[0, 0, 1]"
"[362.0, 38.0, 57, 474]","[1, 0, 0]"
"[410.0, -10.0, 298, 110]","[0, 0, 1]"
"[398.0, 2.0, 3, 509]","[0, 1, 0]"
"[398.0, 2.0, 642, 159]","[1, 0, 0]"
"[386.0, 14.0, 302, 166]","[0, 0, 1]"
"[422.0, -22.0, 633, 5]","[0, 1, 0]"
"[206.0, 194.0, 248, 103]","[0, 0, 1]"
"[222.0, 178.0, 360, 453]","[1, 0, 0]"
"[278.0, 122.0, 451, 264]","[1, 0, 0]"
"[194.0, 206.0, 385, 509]","[0, 1, 0]"
"[498.0, -98.0, 325, 334]","[0, 0, 1]"
"[402.0, -2.0, 477, 68]","[1, 0, 0]"
"[318.0, 82.0, 144, 460]","[0, 1, 0]"
"[398.0, 2.0, 161, 446]","[1, 0, 0]"
"[502.0, -102.0, 266, 572]","[1, 0, 0]"
"[422.0, -22.0, 379, 89]","[0, 0, 1]"
"[370.0, 30.0, 464, 82]","[1, 0, 0]"
"[362.0, 38.0, 443, 180]","[1, 0, 0]"
"[346.0, 54.0, 100, 446]","[0, 0, 1]"
"[322.0, 78.0, 210, 131]","[0, 0, 1]"
"[526.0, -126.0, 545, 68]","[1, 0, 0]"
"[386.0, 14.0, 167, 460]","[0, 1, 0]"
"[430.0, -30.0, 553, 103]","[1, 0, 0]"
"[366.0, 34.0, 661, 348]","[1, 0, 0]"
"[482.0, -82.0, 323, 327]","[0, 0, 1]"
"[330.0, 70.0, 193, 194]","[0, 0, 1]"
"[522.0, -122.0, 320, 33]","[0, 1, 0]"
"[254.0, 146.0, 360, 257]","[1, 0, 0]"
"[566.0, -166.0, 581, 103]","[1, 0, 0]"
"[382.0, 18.0, 663, 194]","[1, 0, 0]"
"[466.0, -66.0, 291, 215]","[0, 0, 1]"
"[386.0, 14.0, 167, 362]","[0, 1, 0]"
"[342.0, 58.0, 681, 327]","[1, 0, 0]"
"[442.0, -42.0, 332, 159]","[0, 0, 1]"
"[374.0, 26.0, 32, 467]","[0, 1, 0]"
"[450.0, -50.0, 630, 40]","[0, 1, 0]"
"[330.0, 70.0, 126, 334]","[0, 0, 1]"
"[402.0, -2.0, 221, 334]","[0, 1, 0]"
"[414.0, -14.0, 261, 222]","[0, 0, 1]"
"[306.0, 94.0, 375, 124]","[1, 0, 0]"
"[374.0, 26.0, 453, 103]","[1, 0, 0]"
"[514.0, -114.0, 423, 5]","[0, 1, 0]"
"[410.0, -10.0, 507, 222]","[1, 0, 0]"
"[458.0, -58.0, 141, 383]","[1, 0, 0]"
"[418.0, -18.0, 175, 47]","[1, 0, 0]"
"[290.0, 110.0, 414, 264]","[1, 0, 0]"
"[418.0, -18.0, 677, 124]","[1, 0, 0]"
"[346.0, 54.0, 19, 565]","[0, 1, 0]"
"[354.0, 46.0, 119, 264]","[0, 0, 1]"
"[522.0, -122.0, 320, 600]","[0, 1, 0]"
"[290.0, 110.0, 458, 481]","[0, 1, 0]"
"[306.0, 94.0, 478, 446]","[1, 0, 0]"
"[358.0, 42.0, 188, 152]","[0, 0, 1]"
"[338.0, 62.0, 99, 194]","[0, 0, 1]"
"[470.0, -70.0, 379, 173]","[0, 0, 1]"
"[346.0, 54.0, 584, 292]","[0, 1, 0]"
"[526.0, -126.0, 379, 271]","[0, 0, 1]"
"[370.0, 30.0, 296, 271]","[0, 0, 1]"
"[366.0, 34.0, 633, 418]","[0, 1, 0]"
"[422.0, -22.0, 326, 201]","[0, 0, 1]"
"[350.0, 50.0, 588, 187]","[1, 0, 0]"
"[466.0, -66.0, 336, 502]","[0, 1, 0]"
"[370.0, 30.0, 193, 264]","[0, 0, 1]"
"[338.0, 62.0, 523, 551]","[0, 1, 0]"
"[274.0, 126.0, 466, 593]","[0, 1, 0]"
"[470.0, -70.0, 345, 194]","[0, 0, 1]"
"[222.0, 178.0, 332, 278]","[1, 0, 0]"
"[318.0, 82.0, 130, 138]","[0, 0, 1]"
"[274.0, 126.0, 451, 271]","[1, 0, 0]"
"[406.0, -6.0, 656, 369]","[1, 0, 0]"
"[290.0, 110.0, 175, 264]","[0, 0, 1]"
"[370.0, 30.0, 590, 439]","[0, 1, 0]"
"[414.0, -14.0, 162, 348]","[0, 1, 0]"
"[426.0, -26.0, 654, 208]","[1, 0, 0]"
"[214.0, 186.0, 139, 68]","[0, 0, 1]"
"[294.0, 106.0, 446, 376]","[1, 0, 0]"
"[278.0, 122.0, 563, 418]","[0, 0, 1]"
"[382.0, 18.0, 660, 257]","[0, 1, 0]"
"[410.0, -10.0, 31, 299]","[0, 0, 1]"
"[394.0, 6.0, 553, 166]","[1, 0, 0]"
"[306.0, 94.0, 698, 278]","[0, 0, 1]"
"[522.0, -122.0, 423, 96]","[0, 0, 1]"
